symbol	name	entrez_id	ensembl_gene_id	uniprot_ids
ACTR3P2	ACTR3 pseudogene 2	100129013	ENSG00000232267	
ACTR3P3	ACTR3 pseudogene 3	100128020	ENSG00000242573	
ACTR5	actin related protein 5	79913	ENSG00000101442	Q9H9F9
ACTR6	actin related protein 6	64431	ENSG00000075089	Q9GZN1
ACTR6P1	ACTR6 pseudogene 1	100421495	ENSG00000248915	
ACTR8	actin related protein 8	93973	ENSG00000113812	Q9H981
ACTR10	actin related protein 10	55860	ENSG00000131966	Q9NZ32
ACTRT1	actin related protein T1	139741	ENSG00000123165	Q8TDG2
ACTRT1P1	ACTRT1 pseudogene 1	100128268	ENSG00000235239	
ACTRT2	actin related protein T2	140625	ENSG00000169717	Q8TDY3
ACTRT3	actin related protein T3	84517	ENSG00000184378	Q9BYD9
ACVR1	activin A receptor type 1	90	ENSG00000115170	Q04771
ACVR1B	activin A receptor type 1B	91	ENSG00000135503	P36896
ACVR1C	activin A receptor type 1C	130399	ENSG00000123612	Q8NER5
ACVR2A	activin A receptor type 2A	92	ENSG00000121989	P27037
ACVR2B	activin A receptor type 2B	93	ENSG00000114739	Q13705
ACVR2B-AS1	ACVR2B antisense RNA 1	100128640	ENSG00000229589	
ACVRL1	activin A receptor like type 1	94	ENSG00000139567	P37023
ACY1	aminoacylase 1	95	ENSG00000243989	Q03154
ACY3	aminoacylase 3	91703	ENSG00000132744	Q96HD9
ACYP1	acylphosphatase 1	97	ENSG00000119640	P07311
ACYP2	acylphosphatase 2	98	ENSG00000170634	P14621
ADA	adenosine deaminase	100	ENSG00000196839	P00813
ADA2	adenosine deaminase 2	51816	ENSG00000093072	Q9NZK5
ADAD1	adenosine deaminase domain containing 1	132612	ENSG00000164113	Q96M93
ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1	100422386	ENSG00000270367	
ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2	100422407	ENSG00000267511	
ADAD2	adenosine deaminase domain containing 2	161931	ENSG00000140955	Q8NCV1
ADAD2-AS1	ADAD2 antisense RNA 1	654780	ENSG00000250685	
ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	8759	ENSG00000229186	
ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)	100420505	ENSG00000226469	
ADAM2	ADAM metallopeptidase domain 2	2515	ENSG00000104755	Q99965
ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	1587	ENSG00000197475	
ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	1596	ENSG00000260089	
ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	255926	ENSG00000196115	Q6NVV9
ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	8755	ENSG00000271968	
ADAM7	ADAM metallopeptidase domain 7	8756	ENSG00000069206	Q9H2U9
ADAM7-AS1	ADAM7, ADAMDEC1 and ADAM28 antisense RNA 1	101929294	ENSG00000253535	
ADAM7-AS2	ADAM7 antisense RNA 2	101929315	ENSG00000253643	
ADAM8	ADAM metallopeptidase domain 8	101	ENSG00000151651	P78325
ADAM9	ADAM metallopeptidase domain 9	8754	ENSG00000168615	Q13443
ADAM10	ADAM metallopeptidase domain 10	102	ENSG00000137845	O14672
ADAM11	ADAM metallopeptidase domain 11	4185	ENSG00000073670	O75078
ADAM12	ADAM metallopeptidase domain 12	8038	ENSG00000148848	O43184
ADAM15	ADAM metallopeptidase domain 15	8751	ENSG00000143537	Q13444
ADAM17	ADAM metallopeptidase domain 17	6868	ENSG00000151694	P78536
ADAM18	ADAM metallopeptidase domain 18	8749	ENSG00000168619	Q9Y3Q7
ADAM19	ADAM metallopeptidase domain 19	8728	ENSG00000135074	Q9H013
ADAM20	ADAM metallopeptidase domain 20	8748	ENSG00000134007	O43506
ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	317760	ENSG00000259158	
ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2	100533671	ENSG00000248574	
ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3	644325	ENSG00000249162	
ADAM21	ADAM metallopeptidase domain 21	8747	ENSG00000139985	Q9UKJ8
ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	145241	ENSG00000235812	
ADAM22	ADAM metallopeptidase domain 22	53616	ENSG00000008277	Q9P0K1
ADAM23	ADAM metallopeptidase domain 23	8745	ENSG00000114948	O75077
ADAM24P	ADAM metallopeptidase domain 24, pseudogene	646479	ENSG00000214607	
ADAM28	ADAM metallopeptidase domain 28	10863	ENSG00000042980	Q9UKQ2
ADAM29	ADAM metallopeptidase domain 29	11086	ENSG00000168594	Q9UKF5
ADAM30	ADAM metallopeptidase domain 30	11085	ENSG00000134249	Q9UKF2
ADAM32	ADAM metallopeptidase domain 32	203102	ENSG00000197140	Q8TC27
ADAM33	ADAM metallopeptidase domain 33	80332	ENSG00000149451	Q9BZ11
ADAMDEC1	ADAM like decysin 1	27299	ENSG00000134028	O15204
ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	9510	ENSG00000154734	Q9UHI8
ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	9509	ENSG00000087116	O95450
ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	9508	ENSG00000156140	O15072
ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	9507	ENSG00000158859	O75173
ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	11096	ENSG00000154736	Q9UNA0
ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	11174	ENSG00000049192	Q9UKP5
ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	11173	ENSG00000136378	Q9UKP4
ADAMTS7P1	ADAMTS7 pseudogene 1	390660	ENSG00000274376	
ADAMTS7P3	ADAMTS7 pseudogene 3	400406	ENSG00000261143	
ADAMTS7P4	ADAMTS7 pseudogene 4	642935	ENSG00000218052	
ADAMTS7P5	ADAMTS7 pseudogene 5	100422416	ENSG00000274717	
ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	11095	ENSG00000134917	Q9UP79
ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	56999	ENSG00000163638	Q9P2N4
ADAMTS9-AS1	ADAMTS9 antisense RNA 1	101929335	ENSG00000241158	
ADAMTS9-AS2	ADAMTS9 antisense RNA 2	100507098	ENSG00000241684	
ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	81794	ENSG00000142303	Q9H324
ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	81792	ENSG00000151388	P58397
ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	11093	ENSG00000160323	Q76LX8
ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	140766	ENSG00000138316	Q8WXS8
ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	170689	ENSG00000166106	Q8TE58
ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	170690	ENSG00000145536	Q8TE57
ADAMTS16-AS1	ADAMTS16 antisense RNA 1		ENSG00000250866	
ADAMTS16-DT	ADAMTS16 divergent transcript	101929176	ENSG00000250579	
ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	170691	ENSG00000140470	Q8TE56
ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	170692	ENSG00000140873	Q8TE60
ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	171019	ENSG00000145808	Q8TE59
ADAMTS19-AS1	ADAMTS19 antisense RNA 1	103689846	ENSG00000249421	
ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	80070	ENSG00000173157	P59510
ADAMTSL1	ADAMTS like 1	92949	ENSG00000178031	Q8N6G6
ADAMTSL2	ADAMTS like 2	9719	ENSG00000197859	Q86TH1
ADAMTSL3	ADAMTS like 3	57188	ENSG00000156218	P82987
ADAMTSL4	ADAMTS like 4	54507	ENSG00000143382	Q6UY14
ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	574406	ENSG00000203804	Q5T5F5
ADAMTSL4-AS2	ADAMTSL4 antisense RNA 2	100289061	ENSG00000237781	
ADAMTSL5	ADAMTS like 5	339366	ENSG00000185761	Q6ZMM2
ADAP1	ArfGAP with dual PH domains 1	11033	ENSG00000105963	O75689
ADAP2	ArfGAP with dual PH domains 2	55803	ENSG00000184060	Q9NPF8
ADAR	adenosine deaminase RNA specific	103	ENSG00000160710	P55265
ADARB1	adenosine deaminase RNA specific B1	104	ENSG00000197381	P78563
ADARB2	adenosine deaminase RNA specific B2 (inactive)	105	ENSG00000185736	Q9NS39
ADARB2-AS1	ADARB2 antisense RNA 1	642394	ENSG00000205696	A8MUL3
ADAT1	adenosine deaminase tRNA specific 1	23536	ENSG00000065457	Q9BUB4
ADAT2	adenosine deaminase tRNA specific 2	134637	ENSG00000189007	Q7Z6V5
ADAT3	adenosine deaminase tRNA specific 3	113179	ENSG00000213638	Q96EY9
ADCK1	aarF domain containing kinase 1	57143	ENSG00000063761	Q86TW2
ADCK2	aarF domain containing kinase 2	90956	ENSG00000133597	Q7Z695
ADCK5	aarF domain containing kinase 5	203054	ENSG00000173137	Q3MIX3
ADCP1	adenosine deaminase complexing protein 1	106		
ADCY1	adenylate cyclase 1	107	ENSG00000164742	Q08828
ADCY2	adenylate cyclase 2	108	ENSG00000078295	Q08462
ADCY2-AS1	ADCY2 antisense RNA 1		ENSG00000250761	
ADCY3	adenylate cyclase 3	109	ENSG00000138031	O60266
ADCY4	adenylate cyclase 4	196883	ENSG00000129467	Q8NFM4
ADCY5	adenylate cyclase 5	111	ENSG00000173175	O95622
ADCY6	adenylate cyclase 6	112	ENSG00000174233	O43306
ADCY6-DT	ADCY6 divergent transcript	100506125	ENSG00000257660	
ADCY7	adenylate cyclase 7	113	ENSG00000121281	P51828
ADCY8	adenylate cyclase 8	114	ENSG00000155897	P40145
ADCY9	adenylate cyclase 9	115	ENSG00000162104	O60503
ADCY10	adenylate cyclase 10	55811	ENSG00000143199	Q96PN6
ADCY10P1	ADCY10 pseudogene 1	221442	ENSG00000161912	
ADCYAP1	adenylate cyclase activating polypeptide 1	116	ENSG00000141433	P18509
ADCYAP1R1	ADCYAP receptor type I	117	ENSG00000078549	P41586
ADD1	adducin 1	118	ENSG00000087274	P35611
ADD2	adducin 2	119	ENSG00000075340	P35612
ADD2-AS1	ADD2 antisense RNA 1		ENSG00000235035	
ADD3	adducin 3	120	ENSG00000148700	Q9UEY8
ADD3-AS1	ADD3 antisense RNA 1	100505933	ENSG00000203876	
ADGB	androglobin	79747	ENSG00000118492	Q8N7X0
ADGB-DT	ADGB divergent transcript	101928661	ENSG00000237468	
ADGRA1	adhesion G protein-coupled receptor A1	84435	ENSG00000197177	Q86SQ6
ADGRA1-AS1	ADGRA1 antisense RNA 1	100128127	ENSG00000256925	
ADGRA2	adhesion G protein-coupled receptor A2	25960	ENSG00000020181	Q96PE1
ADGRA3	adhesion G protein-coupled receptor A3	166647	ENSG00000152990	Q8IWK6
ADGRA3P1	ADGRA3 pseudogene 1	100996333	ENSG00000256616	
ADGRB1	adhesion G protein-coupled receptor B1	575	ENSG00000181790	O14514
ADGRB2	adhesion G protein-coupled receptor B2	576	ENSG00000121753	O60241
ADGRB3	adhesion G protein-coupled receptor B3	577	ENSG00000135298	O60242
ADGRB3-DT	ADGRB3 divergent transcript	101928307	ENSG00000230910	
ADGRD1	adhesion G protein-coupled receptor D1	283383	ENSG00000111452	Q6QNK2
ADGRD1-AS1	ADGRD1 antisense RNA 1	105755954	ENSG00000256151	
ADGRD1-AS2	ADGRD1 antisense RNA 2		ENSG00000256810	
ADGRD2	adhesion G protein-coupled receptor D2	347088	ENSG00000180264	Q7Z7M1
ADGRE1	adhesion G protein-coupled receptor E1	2015	ENSG00000174837	Q14246
ADGRE2	adhesion G protein-coupled receptor E2	30817	ENSG00000127507	Q9UHX3
ADGRE3	adhesion G protein-coupled receptor E3	84658	ENSG00000131355	Q9BY15
ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	326342	ENSG00000268758	Q86SQ3
ADGRE5	adhesion G protein-coupled receptor E5	976	ENSG00000123146	P48960
ADGRF1	adhesion G protein-coupled receptor F1	266977	ENSG00000153292	Q5T601
ADGRF2P	adhesion G protein-coupled receptor F2, pseudogene	222611	ENSG00000164393	Q8IZF7
ADGRF3	adhesion G protein-coupled receptor F3	165082	ENSG00000173567	Q8IZF5
ADGRF4	adhesion G protein-coupled receptor F4	221393	ENSG00000153294	Q8IZF3
ADGRF5	adhesion G protein-coupled receptor F5	221395	ENSG00000069122	Q8IZF2
ADGRF5-AS1	ADGRF5 antisense RNA 1	101926962	ENSG00000225730	
ADGRF5P1	adhesion G protein-coupled receptor F5 pseudogene 1	389740	ENSG00000227582	
ADGRF5P2	adhesion G protein-coupled receptor F5 pseudogene 2	441416	ENSG00000204818	
ADGRG1	adhesion G protein-coupled receptor G1	9289	ENSG00000205336	Q9Y653
ADGRG2	adhesion G protein-coupled receptor G2	10149	ENSG00000173698	Q8IZP9
ADGRG3	adhesion G protein-coupled receptor G3	222487	ENSG00000182885	Q86Y34
ADGRG4	adhesion G protein-coupled receptor G4	139378	ENSG00000156920	Q8IZF6
ADGRG5	adhesion G protein-coupled receptor G5	221188	ENSG00000159618	Q8IZF4
ADGRG6	adhesion G protein-coupled receptor G6	57211	ENSG00000112414	Q86SQ4
ADGRG7	adhesion G protein-coupled receptor G7	84873	ENSG00000144820	Q96K78
ADGRL1	adhesion G protein-coupled receptor L1	22859	ENSG00000072071	O94910
ADGRL1-AS1	ADGRL1 antisense RNA 1	100507373	ENSG00000267169	
ADGRL2	adhesion G protein-coupled receptor L2	23266	ENSG00000117114	O95490
ADGRL3	adhesion G protein-coupled receptor L3	23284	ENSG00000150471	Q9HAR2
ADGRL3-AS1	ADGRL3 antisense RNA 1	101927186	ENSG00000248692	
ADGRL4	adhesion G protein-coupled receptor L4	64123	ENSG00000162618	Q9HBW9
ADGRV1	adhesion G protein-coupled receptor V1	84059	ENSG00000164199	Q8WXG9
ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	124	ENSG00000187758	P07327
ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	125	ENSG00000196616	P00325
ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	126	ENSG00000248144	P00326
ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	127	ENSG00000198099	P08319
ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	128	ENSG00000197894	P11766
ADH5P2	ADH5 pseudogene 2	343296	ENSG00000232676	
ADH5P3	ADH5 pseudogene 3	100131810	ENSG00000223694	
ADH5P4	ADH5 pseudogene 4	642443	ENSG00000233859	
ADH5P5	ADH5 pseudogene 5	115945146	ENSG00000234865	
ADH6	alcohol dehydrogenase 6 (class V)	130	ENSG00000172955	P28332
ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	131	ENSG00000196344	P40394
ADHFE1	alcohol dehydrogenase iron containing 1	137872	ENSG00000147576	Q8IWW8
ADI1	acireductone dioxygenase 1	55256	ENSG00000182551	Q9BV57
ADI1P1	acireductone dioxygenase 1 pseudogene 1	100130936	ENSG00000235102	
ADI1P2	acireductone dioxygenase 1 pseudogene 2	100288971	ENSG00000250684	
ADI1P3	acireductone dioxygenase 1 pseudogene 3	100288129	ENSG00000258369	
ADIG	adipogenin	149685	ENSG00000182035	Q0VDE8
ADIPINT	adipocyte associated pyruvate carboxylase interacting lncRNA	125906382	ENSG00000292223	
ADIPOQ	adiponectin, C1Q and collagen domain containing	9370	ENSG00000181092	Q15848
ADIPOQ-AS1	ADIPOQ antisense RNA 1	100874095	ENSG00000226482	
ADIPOR1	adiponectin receptor 1	51094	ENSG00000159346	Q96A54
ADIPOR1P1	adiponectin receptor 1 pseudogene 1	645220	ENSG00000232497	
ADIPOR1P2	adiponectin receptor 1 pseudogene 2	390503	ENSG00000258805	
ADIPOR2	adiponectin receptor 2	79602	ENSG00000006831	Q86V24
ADIRF	adipogenesis regulatory factor	10974	ENSG00000148671	Q15847
ADIRF-AS1	ADIRF antisense RNA 1	100133190	ENSG00000272734	
ADISSP	adipose secreted signaling protein	54976	ENSG00000101220	Q9GZN8
ADK	adenosine kinase	132	ENSG00000156110	P55263
ADK-AS1	ADK antisense RNA 1	102723439	ENSG00000232342	
ADM	adrenomedullin	133	ENSG00000148926	P35318
ADM-DT	ADM divergent transcript	105376544	ENSG00000254554	
ADM2	adrenomedullin 2	79924	ENSG00000128165	Q7Z4H4
ADM5	adrenomedullin 5 (putative)	199800	ENSG00000224420	C9JUS6
ADNP	activity dependent neuroprotector homeobox	23394	ENSG00000101126	Q9H2P0
ADNP-AS1	ADNP antisense RNA 1	101927631	ENSG00000259456	
ADNP2	ADNP homeobox 2	22850	ENSG00000101544	Q6IQ32
ADO	2-aminoethanethiol dioxygenase	84890	ENSG00000181915	Q96SZ5
ADORA1	adenosine A1 receptor	134	ENSG00000163485	P30542
ADORA1-AS1	ADORA1 antisense RNA 1		ENSG00000224671	
ADORA1-AS2	ADORA1 antisense RNA 2		ENSG00000234775	
ADORA2A	adenosine A2a receptor	135	ENSG00000128271	P29274
ADORA2A-AS1	ADORA2A antisense RNA 1	646023	ENSG00000178803	P86434
ADORA2B	adenosine A2b receptor	136	ENSG00000170425	P29275
ADORA2BP1	adenosine A2b receptor pseudogene 1	137	ENSG00000236136	
ADORA3	adenosine A3 receptor	140	ENSG00000282608	P0DMS8
ADPGK	ADP dependent glucokinase	83440	ENSG00000159322	Q9BRR6
ADPGK-AS1	ADPGK antisense RNA 1	100287559	ENSG00000260898	
ADPRH	ADP-ribosylarginine hydrolase	141	ENSG00000144843	P54922
ADPRHL1	ADP-ribosylhydrolase like 1	113622	ENSG00000153531	Q8NDY3
ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	56985	ENSG00000170222	Q3LIE5
ADPRS	ADP-ribosylserine hydrolase	54936	ENSG00000116863	Q9NX46
ADRA1A	adrenoceptor alpha 1A	148	ENSG00000120907	P35348
ADRA1B	adrenoceptor alpha 1B	147	ENSG00000170214	P35368
ADRA1D	adrenoceptor alpha 1D	146	ENSG00000171873	P25100
ADRA2A	adrenoceptor alpha 2A	150	ENSG00000150594	P08913
ADRA2B	adrenoceptor alpha 2B	151	ENSG00000274286	P18089
ADRA2C	adrenoceptor alpha 2C	152	ENSG00000184160	P18825
ADRB1	adrenoceptor beta 1	153	ENSG00000043591	P08588
ADRB2	adrenoceptor beta 2	154	ENSG00000169252	P07550
ADRB3	adrenoceptor beta 3	155	ENSG00000188778	P13945
ADRM1	ADRM1 26S proteasome ubiquitin receptor	11047	ENSG00000130706	Q16186
ADSL	adenylosuccinate lyase	158	ENSG00000239900	P30566
ADSS1	adenylosuccinate synthase 1	122622	ENSG00000185100	Q8N142
ADSS2	adenylosuccinate synthase 2	159	ENSG00000035687	P30520
ADTRP	androgen dependent TFPI regulating protein	84830	ENSG00000111863	Q96IZ2
AEBP1	AE binding protein 1	165	ENSG00000106624	Q8IUX7
AEBP2	AE binding protein 2	121536	ENSG00000139154	Q6ZN18
AEN	apoptosis enhancing nuclease	64782	ENSG00000181026	Q8WTP8
AFAP1	actin filament associated protein 1	60312	ENSG00000196526	Q8N556
AFAP1-AS1	AFAP1 antisense RNA 1	84740	ENSG00000272620	
AFAP1L1	actin filament associated protein 1 like 1	134265	ENSG00000157510	Q8TED9
AFAP1L2	actin filament associated protein 1 like 2	84632	ENSG00000169129	Q8N4X5
AFDN	afadin, adherens junction formation factor	4301	ENSG00000130396	P55196
AFDN-DT	AFDN divergent transcript	653483	ENSG00000198221	Q9Y6Z5
AFF1	ALF transcription elongation factor 1	4299	ENSG00000172493	P51825
AFF1-AS1	AFF1 antisense RNA 1	100506746		
AFF2	ALF transcription elongation factor 2	2334	ENSG00000155966	P51816
AFF2-IT1	AFF2 intronic transcript 1	100874269	ENSG00000223516	
AFF3	ALF transcription elongation factor 3	3899	ENSG00000144218	P51826
AFF4	ALF transcription elongation factor 4	27125	ENSG00000072364	Q9UHB7
AFF4-DT	AFF4 divergent transcript	124901065	ENSG00000272023	
AFF4P1	AFF4 pseudogene 1	127460875	ENSG00000249820	
AFG1L	AFG1 like ATPase	246269	ENSG00000135537	Q8WV93
AFG2A	AAA ATPase AFG2A	166378	ENSG00000145375	Q8NB90
AFG2B	AAA ATPase AFG2B	79029	ENSG00000171763	Q9BVQ7
AFG3L1P	AFG3 like matrix AAA peptidase subunit 1, pseudogene	172	ENSG00000223959	
AFG3L2	AFG3 like matrix AAA peptidase subunit 2	10939	ENSG00000141385	Q9Y4W6
AFG3L2P1	AFG3L2 pseudogene 1	347028	ENSG00000253606	
AFM	afamin	173	ENSG00000079557	P43652
AFMID	arylformamidase	125061	ENSG00000183077	Q63HM1
AFP	alpha fetoprotein	174	ENSG00000081051	P02771
AFTPH	aftiphilin	54812	ENSG00000119844	Q6ULP2
AFTPH-DT	AFTPH divergent transcript	101927402	ENSG00000260101	
AGA	aspartylglucosaminidase	175	ENSG00000038002	P20933
AGA-DT	AGA divergent transcript	285500	ENSG00000250131	
AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	116987	ENSG00000157985	Q9UPQ3
AGAP1-IT1	AGAP1 intronic transcript 1	100506749	ENSG00000235529	
AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	116986	ENSG00000135439	Q99490
AGAP2-AS1	AGAP2 antisense RNA 1	100130776	ENSG00000255737	
AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	116988	ENSG00000133612	Q96P47
AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	119016	ENSG00000188234	Q96P64
AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	729092	ENSG00000172650	A6NIR3
AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	414189	ENSG00000204149	Q5VW22
AGAP7P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene	653268	ENSG00000264204	Q5VUJ5
AGAP9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9	642517	ENSG00000204172	Q5VTM2
AGAP10P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 10, pseudogene	653234	ENSG00000230869	
AGAP11	ArfGAP with GTPase domain, ankyrin repeat and PH domain 11	119385	ENSG00000261011	Q8TF27
AGAP12P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene	414224	ENSG00000265018	
AGAP13P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 13, pseudogene	728005	ENSG00000243289	
AGAP14P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 14, pseudogene	653259	ENSG00000279058	
AGBL1	AGBL carboxypeptidase 1	123624	ENSG00000273540	Q96MI9
AGBL1-AS1	AGBL1 antisense RNA 1	727915	ENSG00000260125	
AGBL2	AGBL carboxypeptidase 2	79841	ENSG00000165923	Q5U5Z8
AGBL3	AGBL carboxypeptidase 3	340351	ENSG00000146856	Q8NEM8
AGBL4	AGBL carboxypeptidase 4	84871	ENSG00000186094	Q5VU57
AGBL4-AS1	AGBL4 antisense RNA 1	101929721	ENSG00000230114	
AGBL4-IT1	AGBL4 intronic transcript 1	100874313	ENSG00000225623	
AGBL5	AGBL carboxypeptidase 5	60509	ENSG00000084693	Q8NDL9
AGBL5-AS1	AGBL5 antisense RNA 1	100874031	ENSG00000231636	
AGBL5-IT1	AGBL5 intronic transcript 1	106481744	ENSG00000229122	
AGER	advanced glycosylation end-product specific receptor	177	ENSG00000204305	Q15109
AGFG1	ArfGAP with FG repeats 1	3267	ENSG00000173744	P52594
AGFG2	ArfGAP with FG repeats 2	3268	ENSG00000106351	O95081
AGGF1	angiogenic factor with G-patch and FHA domains 1	55109	ENSG00000164252	Q8N302
AGGF1P1	angiogenic factor with G-patch and FHA domains 1 pseudogene 1	100132380	ENSG00000214273	
AGGF1P2	angiogenic factor with G-patch and FHA domains 1 pseudogene 2	644435	ENSG00000233435	
AGGF1P3	angiogenic factor with G-patch and FHA domains 1 pseudogene 3	391552	ENSG00000241532	
AGGF1P4	angiogenic factor with G-patch and FHA domains 1 pseudogene 4	100129351	ENSG00000261689	
AGGF1P5	angiogenic factor with G-patch and FHA domains 1 pseudogene 5	100128103	ENSG00000260680	
AGGF1P6	angiogenic factor with G-patch and FHA domains 1 pseudogene 6	106481737	ENSG00000259836	
AGGF1P7	angiogenic factor with G-patch and FHA domains 1 pseudogene 7	100132606	ENSG00000260994	
AGGF1P8	angiogenic factor with G-patch and FHA domains 1 pseudogene 8	100128804	ENSG00000261752	
AGGF1P9	angiogenic factor with G-patch and FHA domains 1 pseudogene 9	100127958	ENSG00000260427	
AGGF1P10	angiogenic factor with G-patch and FHA domains 1 pseudogene 10	100288774	ENSG00000282968	
